locus_tag	ftype	length_bp	gene	EC_number	COG	product
AGMPGHNC_01273	CDS	690	trmH	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
AGMPGHNC_01274	CDS	2112	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
AGMPGHNC_01275	CDS	276	rpoZ	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
AGMPGHNC_01276	CDS	624	gmk	2.7.4.8	COG0194	Guanylate kinase
AGMPGHNC_01277	CDS	1686	ligB	6.5.1.2	COG0272	DNA ligase B
AGMPGHNC_01278	CDS	618				hypothetical protein
AGMPGHNC_01279	CDS	882				hypothetical protein
AGMPGHNC_01280	CDS	903	yidZ_2			HTH-type transcriptional regulator YidZ
AGMPGHNC_01281	CDS	864				hypothetical protein
AGMPGHNC_01282	CDS	717	rph	2.7.7.56		Ribonuclease PH
AGMPGHNC_01283	CDS	642	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
AGMPGHNC_01284	CDS	597	slmA			Nucleoid occlusion factor SlmA
AGMPGHNC_01285	CDS	459	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
AGMPGHNC_01286	CDS	1224	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
AGMPGHNC_01287	CDS	666				hypothetical protein
AGMPGHNC_01288	CDS	237	rpmB		COG0227	50S ribosomal protein L28
AGMPGHNC_01289	CDS	168	rpmG		COG0267	50S ribosomal protein L33
AGMPGHNC_01290	CDS	810	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
AGMPGHNC_01291	CDS	480	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
AGMPGHNC_01292	CDS	1278	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
AGMPGHNC_01293	CDS	1071	rfaQ	2.-.-.-	COG0859	Lipopolysaccharide core heptosyltransferase RfaQ
AGMPGHNC_01294	CDS	1125	rfaG	2.4.-.-		Lipopolysaccharide core biosynthesis protein RfaG
AGMPGHNC_01295	CDS	798	rfaP	2.7.1.-		Lipopolysaccharide core heptose(I) kinase RfaP
AGMPGHNC_01296	CDS	210				hypothetical protein
AGMPGHNC_01297	CDS	1080	rfaB	2.4.1.-	COG0438	Lipopolysaccharide 1,6-galactosyltransferase
AGMPGHNC_01298	CDS	1023				hypothetical protein
AGMPGHNC_01299	CDS	1011				hypothetical protein
AGMPGHNC_01300	CDS	699	rfaY	2.7.1.-		Lipopolysaccharide core heptose(II) kinase RfaY
AGMPGHNC_01301	CDS	810				hypothetical protein
AGMPGHNC_01302	CDS	1146	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
AGMPGHNC_01303	CDS	1215				hypothetical protein
AGMPGHNC_01304	CDS	954	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
AGMPGHNC_01305	CDS	1047	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
AGMPGHNC_01306	CDS	933	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
AGMPGHNC_01307	CDS	1197	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
AGMPGHNC_01308	CDS	1026	tdh	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
AGMPGHNC_01309	CDS	1035	epsJ	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
AGMPGHNC_01310	CDS	963				hypothetical protein
AGMPGHNC_01311	CDS	1284	envC		COG4942	Murein hydrolase activator EnvC
AGMPGHNC_01312	CDS	1545	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
AGMPGHNC_01313	CDS	432	yibN		COG0607	putative protein YibN
AGMPGHNC_01314	CDS	252	grxC		COG0695	Glutaredoxin 3
AGMPGHNC_01315	CDS	468	secB		COG1952	Protein-export protein SecB
AGMPGHNC_01316	CDS	1020	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
AGMPGHNC_01317	CDS	822	cysE_1	2.3.1.30	COG1045	Serine acetyltransferase
AGMPGHNC_01318	CDS	1311	gudP_1			putative glucarate transporter
AGMPGHNC_01319	CDS	1197		4.2.1.156	COG4948	L-talarate/galactarate dehydratase
AGMPGHNC_01320	CDS	1005	gntR_2			HTH-type transcriptional regulator GntR
AGMPGHNC_01321	CDS	474	trmL_1	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
AGMPGHNC_01322	CDS	1191	lldD	1.1.-.-	COG1304	L-lactate dehydrogenase
AGMPGHNC_01323	CDS	777	lldR_2		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
AGMPGHNC_01324	CDS	1656	lldP		COG1620	L-lactate permease
AGMPGHNC_01325	CDS	4383	sadA		COG5295	Autotransporter adhesin SadA
AGMPGHNC_01326	CDS	684	sadB			Inner membrane lipoprotein SadB
AGMPGHNC_01327	CDS	363	yibL			putative protein YibL
AGMPGHNC_01328	CDS	210				hypothetical protein
AGMPGHNC_01329	CDS	591	mtlR		COG3722	Mannitol operon repressor
AGMPGHNC_01330	CDS	1149	mtlD	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
AGMPGHNC_01331	CDS	1917	mtlA		COG2213	PTS system mannitol-specific EIICBA component
AGMPGHNC_01332	CDS	609	yibF		COG0625	putative GST-like protein YibF
AGMPGHNC_01333	CDS	1392	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
AGMPGHNC_01334	CDS	1851	selB		COG3276	Selenocysteine-specific elongation factor
AGMPGHNC_01335	CDS	882	bglK	2.7.1.85	COG1940	Beta-glucoside kinase
AGMPGHNC_01336	CDS	1539	aldB	1.2.1.-	COG1012	Aldehyde dehydrogenase B
AGMPGHNC_01337	CDS	1956	hypBA1	3.2.1.185		Non-reducing end beta-L-arabinofuranosidase
AGMPGHNC_01338	CDS	816	rhaR_3			HTH-type transcriptional activator RhaR
AGMPGHNC_01339	CDS	696	sgbE	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase SgbE
AGMPGHNC_01340	CDS	861	ulaE_1	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
AGMPGHNC_01341	CDS	663	sgbH	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase SgbH
AGMPGHNC_01342	CDS	1497	lyx	2.7.1.-	COG1070	L-xylulose/3-keto-L-gulonate kinase
AGMPGHNC_01343	CDS	987	yiaO		COG1638	2,3-diketo-L-gulonate-binding periplasmic protein YiaO
AGMPGHNC_01344	CDS	1278	siaM		COG1593	Sialic acid TRAP transporter large permease protein SiaM
AGMPGHNC_01345	CDS	474	yiaM		COG3090	2,3-diketo-L-gulonate TRAP transporter small permease protein YiaM
AGMPGHNC_01346	CDS	933	yiaX1			putative protein YiaX1
AGMPGHNC_01347	CDS	465	yhcH_2		COG2731	putative protein YhcH
AGMPGHNC_01348	CDS	999	dlgD	1.1.1.130	COG2055	2,3-diketo-L-gulonate reductase
AGMPGHNC_01349	CDS	801	yiaJ		COG1414	DNA-binding transcriptional repressor YiaJ
AGMPGHNC_01350	CDS	474	hyfA_1	1.-.-.-	COG1142	Hydrogenase-4 component A
AGMPGHNC_01351	CDS	1251	avtA	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
AGMPGHNC_01352	CDS	2028	malS	3.2.1.1	COG0366	Periplasmic alpha-amylase
AGMPGHNC_01353	CDS	825				hypothetical protein
AGMPGHNC_01354	CDS	1179	xylR			Xylose operon regulatory protein
AGMPGHNC_01355	CDS	1323	xylA	5.3.1.5		Xylose isomerase
AGMPGHNC_01356	CDS	1455	xylB	2.7.1.17	COG1070	Xylulose kinase
AGMPGHNC_01357	CDS	354				hypothetical protein
AGMPGHNC_01358	CDS	996	wecH	2.3.1.-	COG3274	O-acetyltransferase WecH
AGMPGHNC_01359	CDS	303				hypothetical protein
AGMPGHNC_01360	CDS	912	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
AGMPGHNC_01361	CDS	2070	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
AGMPGHNC_01362	CDS	468	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
AGMPGHNC_01363	CDS	267				hypothetical protein
AGMPGHNC_01364	CDS	486				hypothetical protein
AGMPGHNC_01365	CDS	540				hypothetical protein
AGMPGHNC_01366	CDS	213	cspA		COG1278	Cold shock protein CspA
AGMPGHNC_01367	CDS	333				hypothetical protein
AGMPGHNC_01368	CDS	711				hypothetical protein
AGMPGHNC_01369	CDS	975	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
AGMPGHNC_01370	CDS	660	yiaD		COG2885	putative lipoprotein YiaD
AGMPGHNC_01371	CDS	2334	bisC	1.-.-.-	COG0243	Biotin sulfoxide reductase
AGMPGHNC_01372	CDS	441	yiaC	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YiaC
AGMPGHNC_01373	CDS	582	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
AGMPGHNC_01374	CDS	705				hypothetical protein
AGMPGHNC_01375	CDS	189				hypothetical protein
AGMPGHNC_01376	CDS	525	lpfA			putative major fimbrial subunit LpfA
AGMPGHNC_01377	CDS	699	lpfB_1			putative fimbrial chaperone LpfB
AGMPGHNC_01378	CDS	2529	elfC_1		COG3188	putative outer membrane usher protein ElfC
AGMPGHNC_01379	CDS	402	lpfD_1			putative minor fimbrial subunit LpfD
AGMPGHNC_01380	CDS	513	lpfD_2			putative minor fimbrial subunit LpfD
AGMPGHNC_01381	CDS	528	lpfE			putative fimbrial subunit LpfE
AGMPGHNC_01382	CDS	1692	eptB	2.7.8.42	COG2194	Kdo(2)-lipid A phosphoethanolamine 7''-transferase
AGMPGHNC_01383	tRNA	77				tRNA-Pro(cgg)
AGMPGHNC_01384	CDS	1008	malR		COG1609	HTH-type transcriptional regulator MalR
AGMPGHNC_01385	CDS	1125				hypothetical protein
AGMPGHNC_01386	CDS	1326	pucK		COG2233	Uric acid permease PucK
AGMPGHNC_01387	CDS	1608	dppA		COG0747	Periplasmic dipeptide transport protein
AGMPGHNC_01388	CDS	1020	dppB_1		COG0601	Dipeptide transport system permease protein DppB
AGMPGHNC_01389	CDS	903	dppC_1		COG1173	Dipeptide transport system permease protein DppC
AGMPGHNC_01390	CDS	984	dppD		COG0444	Dipeptide transport ATP-binding protein DppD
AGMPGHNC_01391	CDS	1014	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
AGMPGHNC_01392	CDS	1299	yhjV		COG0814	Inner membrane transport protein YhjV
AGMPGHNC_01393	CDS	108	ldrD			Small toxic polypeptide LdrD
AGMPGHNC_01394	CDS	1680	bcsG			Cellulose biosynthesis protein BcsG
AGMPGHNC_01395	CDS	192				hypothetical protein
AGMPGHNC_01396	CDS	1560	bcsE			Cyclic di-GMP binding protein BcsE
AGMPGHNC_01397	CDS	204	yhjR			Protein YhjR
AGMPGHNC_01398	CDS	753	bcsQ			Cellulose biosynthesis protein BcsQ
AGMPGHNC_01399	CDS	2625	bcsA	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
AGMPGHNC_01400	CDS	2151	bcsB			Cyclic di-GMP-binding protein
AGMPGHNC_01401	CDS	1110	bcsZ	3.2.1.4	COG3405	Endoglucanase
AGMPGHNC_01402	CDS	3543	bcsC		COG0457	Cellulose synthase operon protein C
AGMPGHNC_01403	CDS	2007	pdeK	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeK
AGMPGHNC_01404	CDS	1287	dctA		COG1301	Aerobic C4-dicarboxylate transport protein
AGMPGHNC_01405	CDS	1488	yhjJ		COG0612	Protein YhjJ
AGMPGHNC_01406	CDS	930	kdgK	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
AGMPGHNC_01407	CDS	768	pdeH	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
AGMPGHNC_01408	CDS	2061				hypothetical protein
AGMPGHNC_01409	CDS	1323	yhjE			Inner membrane metabolite transport protein YhjE
AGMPGHNC_01410	CDS	1029	yhjD		COG1295	Inner membrane protein YhjD
AGMPGHNC_01411	CDS	900	dmlR_3			HTH-type transcriptional regulator DmlR
AGMPGHNC_01412	CDS	603	yhjB			Putative HTH-type transcriptional regulator YhjB
AGMPGHNC_01413	CDS	357				hypothetical protein
AGMPGHNC_01414	CDS	1590				hypothetical protein
AGMPGHNC_01415	CDS	1650	treF	3.2.1.28	COG1626	Cytoplasmic trehalase
AGMPGHNC_01416	CDS	720	nagR_1		COG2188	HTH-type transcriptional repressor NagR
AGMPGHNC_01417	CDS	978	frlB_1	3.5.-.-	COG2222	Fructosamine deglycase FrlB
AGMPGHNC_01418	CDS	846	frlD	2.7.1.-	COG0524	Fructosamine kinase FrlD
AGMPGHNC_01419	CDS	1320	dcuA_1		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
AGMPGHNC_01420	CDS	1044	ansB_1	3.5.1.1		L-asparaginase
AGMPGHNC_01421	CDS	1353	gor	1.8.1.7	COG1249	Glutathione reductase
AGMPGHNC_01422	CDS	843	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
AGMPGHNC_01423	CDS	1272				hypothetical protein
AGMPGHNC_01424	CDS	2043	prlC	3.4.24.70	COG0339	Oligopeptidase A
AGMPGHNC_01425	CDS	759	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
AGMPGHNC_01426	CDS	1470	dtpB		COG3104	Dipeptide and tripeptide permease B
AGMPGHNC_01427	CDS	435	uspA		COG0589	Universal stress protein A
AGMPGHNC_01428	CDS	336	uspB			Universal stress protein B
AGMPGHNC_01429	CDS	1497	pitA		COG0306	Low-affinity inorganic phosphate transporter 1
AGMPGHNC_01430	CDS	1197			COG2081	putative protein
AGMPGHNC_01431	CDS	1068				hypothetical protein
AGMPGHNC_01432	CDS	2742	rbbA		COG0842	Ribosome-associated ATPase
AGMPGHNC_01433	CDS	1125	yhhJ		COG0842	Inner membrane transport permease YhhJ
AGMPGHNC_01434	CDS	438	nikR		COG0864	Nickel-responsive regulator
AGMPGHNC_01435	CDS	579				hypothetical protein
AGMPGHNC_01436	CDS	1050	yhhT		COG0628	Putative transport protein YhhT
AGMPGHNC_01437	CDS	1260	yhhS			putative MFS-type transporter YhhS
AGMPGHNC_01438	CDS	558				hypothetical protein
AGMPGHNC_01439	CDS	666	yhhQ		COG1738	Queuosine precursor transporter
AGMPGHNC_01440	CDS	336	tusA			Sulfur carrier protein TusA
AGMPGHNC_01441	CDS	1644	tsr_1		COG0840	Methyl-accepting chemotaxis protein I
AGMPGHNC_01442	CDS	2199	zntA	3.6.3.3		Zinc/cadmium/lead-transporting P-type ATPase
AGMPGHNC_01443	CDS	627				hypothetical protein
AGMPGHNC_01444	CDS	372				hypothetical protein
AGMPGHNC_01445	CDS	270				hypothetical protein
AGMPGHNC_01446	CDS	597	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
AGMPGHNC_01447	CDS	1476	ftsY		COG0552	Signal recognition particle receptor FtsY
AGMPGHNC_01448	CDS	669	ftsE		COG2884	Cell division ATP-binding protein FtsE
AGMPGHNC_01449	CDS	1056	ftsX		COG2177	Cell division protein FtsX
AGMPGHNC_01450	CDS	855	rpoH		COG0568	RNA polymerase sigma factor RpoH
AGMPGHNC_01451	CDS	1098	livJ		COG0683	Leu/Ile/Val/Thr-binding protein
AGMPGHNC_01452	CDS	384	panM			PanD regulatory factor
AGMPGHNC_01453	CDS	1110	livK		COG0683	Leucine-specific-binding protein
AGMPGHNC_01454	CDS	552	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
AGMPGHNC_01455	CDS	351	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
AGMPGHNC_01456	CDS	1278				hypothetical protein
AGMPGHNC_01457	CDS	768	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
AGMPGHNC_01458	CDS	714	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
AGMPGHNC_01459	CDS	222				hypothetical protein
AGMPGHNC_01460	CDS	369				hypothetical protein
AGMPGHNC_01461	CDS	1317	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
AGMPGHNC_01462	CDS	888	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
AGMPGHNC_01463	CDS	846	lacG			Lactose transport system permease protein LacG
AGMPGHNC_01464	CDS	1071	ugpC	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
AGMPGHNC_01465	CDS	741	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
AGMPGHNC_01466	CDS	417	yhhA			putative protein YhhA
AGMPGHNC_01467	CDS	1743	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
AGMPGHNC_01468	CDS	1035	php		COG1735	Phosphotriesterase homology protein
AGMPGHNC_01469	CDS	972				hypothetical protein
AGMPGHNC_01470	CDS	762				hypothetical protein
AGMPGHNC_01471	CDS	1215	RBKS_1	2.7.1.15		Ribokinase
AGMPGHNC_01472	CDS	489	aaaT	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
AGMPGHNC_01473	CDS	126				hypothetical protein
AGMPGHNC_01474	CDS	1038	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
AGMPGHNC_01475	CDS	696	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
AGMPGHNC_01476	CDS	996	gntR_3			HTH-type transcriptional regulator GntR
AGMPGHNC_01477	CDS	609	gntK_1	2.7.1.12	COG3265	Thermoresistant gluconokinase
AGMPGHNC_01478	CDS	1341	gntU		COG2610	Low-affinity gluconate transporter
AGMPGHNC_01479	CDS	1107	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
AGMPGHNC_01480	CDS	2187	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
AGMPGHNC_01481	CDS	1977	glgX_1	3.2.1.196	COG1523	Glycogen debranching enzyme
AGMPGHNC_01482	CDS	1296	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
AGMPGHNC_01483	CDS	1434	glgA	2.4.1.21	COG0297	Glycogen synthase
AGMPGHNC_01484	CDS	2448	malP_1	2.4.1.1	COG0058	Maltodextrin phosphorylase
AGMPGHNC_01485	CDS	756	rhmR_2		COG1414	putative HTH-type transcriptional regulator RhmR
AGMPGHNC_01486	CDS	906	yjhH	4.1.2.28	COG0329	putative 2-dehydro-3-deoxy-D-pentonate aldolase YjhH
AGMPGHNC_01487	CDS	1716	ilvD_2	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
AGMPGHNC_01488	CDS	1335	ttuB_3			Putative tartrate transporter
AGMPGHNC_01489	CDS	1110	gldA_2	1.1.1.6	COG0371	Glycerol dehydrogenase
AGMPGHNC_01490	CDS	1497				hypothetical protein
AGMPGHNC_01491	CDS	546				hypothetical protein
AGMPGHNC_01492	CDS	1509	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
AGMPGHNC_01493	CDS	327	glpE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
AGMPGHNC_01494	CDS	831	glpG	3.4.21.105	COG0705	Rhomboid protease GlpG
AGMPGHNC_01495	CDS	759	glpR		COG1349	Glycerol-3-phosphate regulon repressor
AGMPGHNC_01496	CDS	1584	norR_2			Anaerobic nitric oxide reductase transcription regulator NorR
AGMPGHNC_01497	CDS	1554	rsr			60 kDa SS-A/Ro ribonucleoprotein 
AGMPGHNC_01498	CDS	1218	rtcB_1	6.5.1.-	COG1690	RNA-splicing ligase RtcB
AGMPGHNC_01499	CDS	1020	rtcA	6.5.1.4	COG0430	RNA 3'-terminal phosphate cyclase
AGMPGHNC_01500	CDS	261	dinJ			Antitoxin DinJ
AGMPGHNC_01501	CDS	276	yafQ	3.1.-.-	COG3041	mRNA interferase toxin YafQ
AGMPGHNC_01502	CDS	2706	malT_1		COG2909	HTH-type transcriptional regulator MalT
AGMPGHNC_01503	CDS	2394	malP_2	2.4.1.1	COG0058	Maltodextrin phosphorylase
AGMPGHNC_01504	CDS	2079	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
AGMPGHNC_01505	CDS	1317	gntT_1		COG2610	High-affinity gluconate transporter
AGMPGHNC_01506	CDS	576	nfuA		COG0316	Fe/S biogenesis protein NfuA
AGMPGHNC_01507	CDS	684	prs_1			Putative ribose-phosphate pyrophosphokinase
AGMPGHNC_01508	CDS	771	bioH	3.1.1.85	COG0596	Pimeloyl-[acyl-carrier protein] methyl ester esterase
AGMPGHNC_01509	CDS	915				ISNCY family transposase ISSen7
AGMPGHNC_01510	CDS	237	feoC			putative [Fe-S]-dependent transcriptional repressor FeoC
AGMPGHNC_01511	CDS	2319	feoB		COG0370	Fe(2+) transporter FeoB
AGMPGHNC_01512	CDS	228	feoA		COG1918	Fe(2+) transport protein A
AGMPGHNC_01513	CDS	2331	yhgF		COG2183	Protein YhgF
AGMPGHNC_01514	CDS	474	greB		COG0782	Transcription elongation factor GreB
AGMPGHNC_01515	CDS	720	ompR			Transcriptional regulatory protein OmpR
AGMPGHNC_01516	CDS	1353	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
AGMPGHNC_01517	CDS	1620	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
AGMPGHNC_01518	CDS	1710				hypothetical protein
AGMPGHNC_01519	CDS	879	hslO		COG1281	33 kDa chaperonin
AGMPGHNC_01520	CDS	402	hslR		COG1188	Heat shock protein 15
AGMPGHNC_01521	CDS	669	yrfG	3.1.3.5	COG1011	GMP/IMP nucleotidase YrfG
AGMPGHNC_01522	CDS	2133	igaA			Intracellular growth attenuator protein igaA
AGMPGHNC_01523	CDS	564	nudE	3.6.1.-	COG0494	ADP compounds hydrolase NudE
AGMPGHNC_01524	CDS	2553	mrcA		COG5009	Penicillin-binding protein 1A
AGMPGHNC_01525	CDS	780				hypothetical protein
AGMPGHNC_01526	CDS	540				hypothetical protein
AGMPGHNC_01527	CDS	474				hypothetical protein
AGMPGHNC_01528	CDS	402				hypothetical protein
AGMPGHNC_01529	CDS	1203	pilQ		COG4796	Type IV pilus biogenesis and competence protein PilQ
AGMPGHNC_01530	CDS	522	aroK	2.7.1.71	COG0703	Shikimate kinase 1
AGMPGHNC_01531	CDS	1089	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
AGMPGHNC_01532	CDS	1278	damX		COG3266	Cell division protein DamX
AGMPGHNC_01533	CDS	837	dam	2.1.1.72	COG0338	DNA adenine methylase
AGMPGHNC_01534	CDS	678	rpe_1	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
AGMPGHNC_01535	CDS	759	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
AGMPGHNC_01536	CDS	1005	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
AGMPGHNC_01537	CDS	171				hypothetical protein
AGMPGHNC_01538	CDS	276				hypothetical protein
AGMPGHNC_01539	CDS	618	ccmA_4	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
AGMPGHNC_01540	CDS	657	ccmB_4		COG2386	Heme exporter protein B
AGMPGHNC_01541	CDS	738	ccmC_4		COG0755	Heme exporter protein C
AGMPGHNC_01542	CDS	213	ccmD_4		COG3114	Heme exporter protein D
AGMPGHNC_01543	CDS	480	ccmE_4		COG2332	Cytochrome c-type biogenesis protein CcmE
AGMPGHNC_01544	CDS	1932	ccmF_4		COG1138	Cytochrome c-type biogenesis protein CcmF
AGMPGHNC_01545	CDS	558	dsbE_4		COG0526	Thiol:disulfide interchange protein DsbE
AGMPGHNC_01546	CDS	1044	ccmH_2		COG3088	Cytochrome c-type biogenesis protein CcmH
AGMPGHNC_01547	CDS	648	narL_1		COG2197	Nitrate/nitrite response regulator protein NarL
AGMPGHNC_01548	CDS	558				hypothetical protein
AGMPGHNC_01549	CDS	378				hypothetical protein
AGMPGHNC_01550	CDS	792				hypothetical protein
AGMPGHNC_01551	CDS	453				hypothetical protein
AGMPGHNC_01552	CDS	336				hypothetical protein
AGMPGHNC_01553	CDS	474				hypothetical protein
AGMPGHNC_01554	CDS	138				hypothetical protein
AGMPGHNC_01555	CDS	450				hypothetical protein
AGMPGHNC_01556	CDS	126				hypothetical protein
AGMPGHNC_01557	CDS	219				hypothetical protein
AGMPGHNC_01558	CDS	798				hypothetical protein
AGMPGHNC_01559	CDS	612				hypothetical protein
AGMPGHNC_01560	CDS	207				hypothetical protein
AGMPGHNC_01561	CDS	603				hypothetical protein
AGMPGHNC_01562	CDS	234	dinI_2			DNA damage-inducible protein I
AGMPGHNC_01563	CDS	270				hypothetical protein
AGMPGHNC_01564	CDS	312				hypothetical protein
AGMPGHNC_01565	CDS	348				hypothetical protein
AGMPGHNC_01566	CDS	750	dnaC_3		COG1484	DNA replication protein DnaC
AGMPGHNC_01567	CDS	978				hypothetical protein
AGMPGHNC_01568	CDS	150				hypothetical protein
AGMPGHNC_01569	CDS	144				hypothetical protein
AGMPGHNC_01570	CDS	2928				hypothetical protein
AGMPGHNC_01571	CDS	1110				hypothetical protein
AGMPGHNC_01572	CDS	240				hypothetical protein
AGMPGHNC_01573	CDS	285				hypothetical protein
AGMPGHNC_01574	CDS	1230	intA_3		COG0582	Prophage integrase IntA
AGMPGHNC_01575	CDS	480	rseC		COG3086	Protein RseC
AGMPGHNC_01576	CDS	957	rseB		COG3026	Sigma-E factor regulatory protein RseB
AGMPGHNC_01577	CDS	651	rseA			Anti-sigma-E factor RseA
AGMPGHNC_01578	CDS	576	rpoE			ECF RNA polymerase sigma-E factor
AGMPGHNC_01579	CDS	1623	nadB	1.4.3.16	COG0029	L-aspartate oxidase
AGMPGHNC_01580	CDS	738	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
AGMPGHNC_01581	CDS	1335	srmB	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
AGMPGHNC_01582	CDS	900	yofA		COG0583	HTH-type transcriptional regulator YofA
AGMPGHNC_01583	CDS	588	eamB		COG1280	Cysteine/O-acetylserine efflux protein
AGMPGHNC_01584	CDS	384	grcA		COG3445	Autonomous glycyl radical cofactor
AGMPGHNC_01585	CDS	690	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
AGMPGHNC_01586	CDS	1038	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
AGMPGHNC_01587	CDS	420	trxC	1.8.1.8	COG0526	Thioredoxin 2
AGMPGHNC_01588	CDS	681				hypothetical protein
AGMPGHNC_01589	CDS	2661	pat	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase Pat
AGMPGHNC_01590	CDS	1356	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase
AGMPGHNC_01591	CDS	324				hypothetical protein
AGMPGHNC_01592	CDS	1302	kgtP			Alpha-ketoglutarate permease
AGMPGHNC_01593	CDS	456				hypothetical protein
AGMPGHNC_01594	CDS	522				hypothetical protein
AGMPGHNC_01595	CDS	624				hypothetical protein
AGMPGHNC_01596	CDS	258				hypothetical protein
AGMPGHNC_01597	CDS	339				hypothetical protein
AGMPGHNC_01598	CDS	615				hypothetical protein
AGMPGHNC_01599	CDS	486				hypothetical protein
AGMPGHNC_01600	CDS	420				hypothetical protein
AGMPGHNC_01601	CDS	303				hypothetical protein
AGMPGHNC_01602	CDS	351				hypothetical protein
