locus_tag	ftype	length_bp	gene	EC_number	COG	product
GJMMAFOP_02819	CDS	210				hypothetical protein
GJMMAFOP_02820	CDS	1668	rnjA_1	3.1.-.-	COG0595	Ribonuclease J1
GJMMAFOP_02821	CDS	738				hypothetical protein
GJMMAFOP_02822	CDS	675	rspR_2		COG1802	HTH-type transcriptional repressor RspR
GJMMAFOP_02823	CDS	1263	ydhD_2	3.2.-.-	COG3858	Putative sporulation-specific glycosylase YdhD
GJMMAFOP_02824	CDS	1188	tylCV_2	2.4.1.318		Demethyllactenocin mycarosyltransferase
GJMMAFOP_02825	CDS	711				hypothetical protein
GJMMAFOP_02826	CDS	1389	phoB_2	3.1.3.1	COG1785	Alkaline phosphatase 3
GJMMAFOP_02827	CDS	372	fra_2		COG5646	Intracellular iron chaperone frataxin
GJMMAFOP_02828	CDS	498				hypothetical protein
GJMMAFOP_02829	CDS	480				hypothetical protein
GJMMAFOP_02830	CDS	978				hypothetical protein
GJMMAFOP_02831	CDS	567	ydhK			putative protein YdhK
GJMMAFOP_02832	CDS	1167	pbuE_3		COG2814	Purine efflux pump PbuE
GJMMAFOP_02833	CDS	312	gmuB_2	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
GJMMAFOP_02834	CDS	333	gmuA_2		COG1447	PTS system oligo-beta-mannoside-specific EIIA component
GJMMAFOP_02835	CDS	1329	gmuC_2		COG1455	PTS system oligo-beta-mannoside-specific EIIC component
GJMMAFOP_02836	CDS	1398	gmuD_2	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
GJMMAFOP_02837	CDS	714	gmuR_2		COG2188	HTH-type transcriptional regulator GmuR
GJMMAFOP_02838	CDS	900	gmuE_2	2.7.1.4	COG1940	Putative fructokinase
GJMMAFOP_02839	CDS	948	gmuF	5.3.1.8	COG1482	putative mannose-6-phosphate isomerase GmuF
GJMMAFOP_02840	CDS	1089	gmuG_1	3.2.1.78	COG4124	Mannan endo-1,4-beta-mannosidase
GJMMAFOP_02841	CDS	456				hypothetical protein
GJMMAFOP_02842	CDS	195				hypothetical protein
GJMMAFOP_02843	tRNA	77				tRNA-Arg(acg)
GJMMAFOP_02844	tRNA	74				tRNA-Gly(tcc)
GJMMAFOP_02845	CDS	681	minC_1		COG0850	Septum site-determining protein MinC
GJMMAFOP_02846	CDS	519	mreD_1		COG2891	Rod shape-determining protein MreD
GJMMAFOP_02847	CDS	873	mreC_1		COG1792	Cell shape-determining protein MreC
GJMMAFOP_02848	CDS	1014	mreB_1		COG1077	Cell shape-determining protein MreB
GJMMAFOP_02849	CDS	696				hypothetical protein
GJMMAFOP_02850	CDS	426	maf_1	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
GJMMAFOP_02851	CDS	357				hypothetical protein
GJMMAFOP_02852	CDS	843				hypothetical protein
GJMMAFOP_02853	CDS	1329	aprX_1	3.4.21.-	COG1404	Serine protease AprX
GJMMAFOP_02854	CDS	711				hypothetical protein
GJMMAFOP_02855	CDS	507				hypothetical protein
GJMMAFOP_02856	CDS	516				hypothetical protein
GJMMAFOP_02857	CDS	474	lrp_2		COG1522	Leucine-responsive regulatory protein
GJMMAFOP_02858	CDS	765				hypothetical protein
GJMMAFOP_02859	CDS	333				hypothetical protein
GJMMAFOP_02860	CDS	1323	brnQ_2		COG1114	Branched-chain amino acid transport system 2 carrier protein
GJMMAFOP_02861	CDS	318				hypothetical protein
GJMMAFOP_02862	CDS	891	gltR_4		COG0583	HTH-type transcriptional regulator GltR
GJMMAFOP_02863	CDS	390				hypothetical protein
GJMMAFOP_02864	CDS	348	dinB_2	2.7.7.7		DNA polymerase IV
GJMMAFOP_02865	CDS	654	dinB1	2.7.7.7	COG0389	DNA polymerase IV 1
GJMMAFOP_02866	CDS	180	txpA			Toxin TxpA
GJMMAFOP_02867	CDS	450	yqbN_1			putative protein YqbN
GJMMAFOP_02868	CDS	4758	yqbO_1		COG3953	putative protein YqbO
GJMMAFOP_02869	CDS	708				hypothetical protein
GJMMAFOP_02870	CDS	981				hypothetical protein
GJMMAFOP_02871	CDS	264				hypothetical protein
GJMMAFOP_02872	CDS	426				hypothetical protein
GJMMAFOP_02873	CDS	1047				hypothetical protein
GJMMAFOP_02874	CDS	579				hypothetical protein
GJMMAFOP_02875	CDS	273				hypothetical protein
GJMMAFOP_02876	CDS	1101				hypothetical protein
GJMMAFOP_02877	CDS	336	xkdW_1			Phage-like element PBSX protein XkdW
GJMMAFOP_02878	CDS	165				hypothetical protein
GJMMAFOP_02879	CDS	894				hypothetical protein
GJMMAFOP_02880	CDS	423				hypothetical protein
GJMMAFOP_02881	CDS	819	cwlA_1	3.5.1.28	COG3409	N-acetylmuramoyl-L-alanine amidase CwlA
GJMMAFOP_02882	CDS	480				hypothetical protein
GJMMAFOP_02883	CDS	363				hypothetical protein
GJMMAFOP_02884	CDS	147				hypothetical protein
GJMMAFOP_02885	CDS	579	yqcF			Antitoxin YqcF
GJMMAFOP_02886	CDS	1596	yqcG_2	3.1.-.-	COG5444	Ribonuclease YqcG
GJMMAFOP_02887	CDS	159				hypothetical protein
GJMMAFOP_02888	CDS	135				hypothetical protein
GJMMAFOP_02889	CDS	1137	rapA_3	3.1.-.-	COG0457	Response regulator aspartate phosphatase A
GJMMAFOP_02890	CDS	765				hypothetical protein
GJMMAFOP_02891	CDS	318	arsR		COG0640	Arsenical resistance operon repressor
GJMMAFOP_02892	CDS	171				hypothetical protein
GJMMAFOP_02893	CDS	381				hypothetical protein
GJMMAFOP_02894	CDS	192				hypothetical protein
GJMMAFOP_02895	CDS	483	dsrE2_1		COG2210	Sulfur carrier protein DsrE2
GJMMAFOP_02896	CDS	3843	dnaE2	2.7.7.7		Error-prone DNA polymerase
GJMMAFOP_02897	CDS	453				hypothetical protein
GJMMAFOP_02898	CDS	975	thyX	2.1.1.148		Flavin-dependent thymidylate synthase
GJMMAFOP_02899	CDS	237				hypothetical protein
GJMMAFOP_02900	CDS	468	rnhA_2	3.1.26.4	COG0328	Ribonuclease H
GJMMAFOP_02901	CDS	462				hypothetical protein
GJMMAFOP_02902	CDS	789				hypothetical protein
GJMMAFOP_02903	CDS	561				hypothetical protein
GJMMAFOP_02904	CDS	279				hypothetical protein
GJMMAFOP_02905	CDS	459				hypothetical protein
GJMMAFOP_02906	CDS	525				hypothetical protein
GJMMAFOP_02907	CDS	1752	yorK	3.1.-.-	COG0608	Putative SPbeta prophage-derived single-strand DNA-specific exonuclease YorK
GJMMAFOP_02908	CDS	204				hypothetical protein
GJMMAFOP_02909	CDS	1041	dnaG_1	2.7.7.-		DNA primase
GJMMAFOP_02910	CDS	1593				hypothetical protein
GJMMAFOP_02911	CDS	489				hypothetical protein
GJMMAFOP_02912	CDS	1053				hypothetical protein
GJMMAFOP_02913	CDS	387				hypothetical protein
GJMMAFOP_02914	CDS	507				hypothetical protein
GJMMAFOP_02915	CDS	156				hypothetical protein
GJMMAFOP_02916	CDS	219	sspC			Small, acid-soluble spore protein C
GJMMAFOP_02917	CDS	354				hypothetical protein
GJMMAFOP_02918	CDS	228	tusA_1		COG0425	Sulfur carrier protein TusA
GJMMAFOP_02919	CDS	1128	gloB_3	3.1.2.6		Hydroxyacylglutathione hydrolase
GJMMAFOP_02920	tRNA	75				tRNA-Gly(gcc)
GJMMAFOP_02921	tRNA	83				tRNA-Leu(tag)
GJMMAFOP_02922	tRNA	76				tRNA-Lys(ttt)
GJMMAFOP_02923	tRNA	76				tRNA-Thr(tgt)
GJMMAFOP_02924	tRNA	76				tRNA-Val(tac)
GJMMAFOP_02925	CDS	192				hypothetical protein
GJMMAFOP_02926	CDS	1311	rfnT_2			Riboflavin transporter RfnT
GJMMAFOP_02927	CDS	765				hypothetical protein
GJMMAFOP_02928	CDS	543	sttH	3.5.2.19		Streptothricin hydrolase
GJMMAFOP_02929	CDS	450	lrpC_2		COG1522	HTH-type transcriptional regulator LrpC
GJMMAFOP_02930	CDS	411	lrpC_3		COG1522	HTH-type transcriptional regulator LrpC
GJMMAFOP_02931	CDS	1020				hypothetical protein
GJMMAFOP_02932	CDS	441				hypothetical protein
GJMMAFOP_02933	CDS	876	rhaS_1			HTH-type transcriptional activator RhaS
GJMMAFOP_02934	CDS	231				hypothetical protein
GJMMAFOP_02935	CDS	462	carD		COG1329	RNA polymerase-binding transcription factor CarD
GJMMAFOP_02936	CDS	201	cspC_1		COG1278	Cold shock protein CspC
GJMMAFOP_02937	CDS	594	ydeA_1	3.2.-.-	COG0693	putative protease YdeA
GJMMAFOP_02938	CDS	186				hypothetical protein
GJMMAFOP_02939	CDS	207				hypothetical protein
GJMMAFOP_02940	CDS	390				hypothetical protein
GJMMAFOP_02941	CDS	204				hypothetical protein
GJMMAFOP_02942	CDS	213				hypothetical protein
GJMMAFOP_02943	CDS	432	ppiB_1	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
GJMMAFOP_02944	CDS	873	ypuA_1		COG4086	putative protein YpuA
GJMMAFOP_02945	CDS	1326	lysA_1	4.1.1.20	COG0019	Diaminopimelate decarboxylase
GJMMAFOP_02946	CDS	1482	gerXA_1			Spore germination protein XA
GJMMAFOP_02947	CDS	612				hypothetical protein
GJMMAFOP_02948	CDS	351				hypothetical protein
GJMMAFOP_02949	CDS	1017	spoVAD_1			Stage V sporulation protein AD
GJMMAFOP_02950	CDS	453				hypothetical protein
GJMMAFOP_02951	CDS	426				hypothetical protein
GJMMAFOP_02952	CDS	621				hypothetical protein
GJMMAFOP_02953	CDS	768	sigF_1		COG1191	RNA polymerase sigma-F factor
GJMMAFOP_02954	CDS	441	spoIIAB_1	2.7.11.1	COG2172	Anti-sigma F factor
GJMMAFOP_02955	CDS	354	spoIIAA_1		COG1366	Anti-sigma F factor antagonist
GJMMAFOP_02956	CDS	1170	dacF_1	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacF
GJMMAFOP_02957	CDS	816	punA_1	2.4.2.1	COG0005	Purine nucleoside phosphorylase 1
GJMMAFOP_02958	CDS	1185	deoB_1	5.4.2.7	COG1015	Phosphopentomutase
GJMMAFOP_02959	CDS	891	xerD_1			Tyrosine recombinase XerD
GJMMAFOP_02960	CDS	228				hypothetical protein
GJMMAFOP_02961	CDS	450	fur_1		COG0735	Ferric uptake regulation protein
GJMMAFOP_02962	CDS	645	spoIIM_1		COG1300	Stage II sporulation protein M
GJMMAFOP_02963	CDS	216				hypothetical protein
GJMMAFOP_02964	CDS	1320		1.1.1.38		NAD-dependent malic enzyme
GJMMAFOP_02965	CDS	1407	mleN_1		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
GJMMAFOP_02966	CDS	1428	aspA_1	4.3.1.1	COG1027	Aspartate ammonia-lyase
GJMMAFOP_02967	CDS	990	ansA_1	3.5.1.1	COG0252	L-asparaginase 1
GJMMAFOP_02968	CDS	351				hypothetical protein
GJMMAFOP_02969	CDS	1164				hypothetical protein
GJMMAFOP_02970	CDS	558	nudF_1	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
GJMMAFOP_02971	CDS	123	mciZ			Cell division inhibitor MciZ
GJMMAFOP_02972	CDS	921	iolS_2	1.1.1.-	COG0667	Aldo-keto reductase IolS
GJMMAFOP_02973	CDS	348				hypothetical protein
GJMMAFOP_02974	CDS	918				hypothetical protein
GJMMAFOP_02975	CDS	240				hypothetical protein
GJMMAFOP_02976	CDS	324				hypothetical protein
GJMMAFOP_02977	CDS	1032				hypothetical protein
GJMMAFOP_02978	CDS	342	yqjZ_1		COG2329	putative protein YqjZ
GJMMAFOP_02979	CDS	471	yqjY			putative protein YqjY
GJMMAFOP_02980	CDS	339				hypothetical protein
GJMMAFOP_02981	CDS	1236	dinB_3	2.7.7.7		DNA polymerase IV
GJMMAFOP_02982	CDS	207				hypothetical protein
GJMMAFOP_02983	CDS	1233	mdrP_3			Na(+), Li(+), K(+)/H(+) antiporter
GJMMAFOP_02984	CDS	159				hypothetical protein
GJMMAFOP_02985	CDS	387				hypothetical protein
GJMMAFOP_02986	CDS	960	coaA_1	2.7.1.33	COG1072	Pantothenate kinase
GJMMAFOP_02987	CDS	1347	dsdA	4.3.1.18	COG3048	D-serine dehydratase
GJMMAFOP_02988	CDS	780		1.-.-.-		putative oxidoreductase
GJMMAFOP_02989	CDS	960				hypothetical protein
GJMMAFOP_02990	CDS	837	proC_2	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
GJMMAFOP_02991	CDS	1644	rocB_3		COG4187	Protein RocB
GJMMAFOP_02992	CDS	1017	namA_2	1.6.99.1	COG1902	NADPH dehydrogenase
GJMMAFOP_02993	CDS	762	dhaA_2	3.8.1.5		Haloalkane dehalogenase
GJMMAFOP_02994	CDS	924	rnz_2	3.1.26.11	COG1234	Ribonuclease Z
GJMMAFOP_02995	CDS	1470	zwf_2	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
GJMMAFOP_02996	CDS	1410	gndA_2	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
GJMMAFOP_02997	CDS	1245	dinB_4	2.7.7.7	COG0389	DNA polymerase IV
GJMMAFOP_02998	CDS	282	mifM_2			Membrane protein insertion and folding monitor
GJMMAFOP_02999	CDS	828	misCB_2		COG0706	Membrane protein insertase MisCB
GJMMAFOP_03000	CDS	729				hypothetical protein
GJMMAFOP_03001	CDS	1116	pepT_2	3.4.11.4	COG2195	Peptidase T
GJMMAFOP_03002	CDS	1530	pccB_1	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
GJMMAFOP_03003	CDS	423	epi	5.1.99.-	COG0346	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase
GJMMAFOP_03004	CDS	93				hypothetical protein
GJMMAFOP_03005	CDS	531				hypothetical protein
GJMMAFOP_03006	CDS	969				hypothetical protein
GJMMAFOP_03007	CDS	723	artM_1		COG1126	Arginine transport ATP-binding protein ArtM
GJMMAFOP_03008	CDS	660	artQ_1		COG0765	Arginine transport system permease protein ArtQ
GJMMAFOP_03009	CDS	768	artP_1		COG0834	Arginine-binding extracellular protein ArtP
GJMMAFOP_03010	CDS	438				hypothetical protein
GJMMAFOP_03011	CDS	894	bmrU_1	2.7.1.-	COG1597	Putative lipid kinase BmrU
GJMMAFOP_03012	CDS	1170	tetA_2			Tetracycline resistance protein, class B
GJMMAFOP_03013	CDS	837	bmrR_1		COG0789	Multidrug-efflux transporter 1 regulator
GJMMAFOP_03014	CDS	1275	pdhC_2	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
GJMMAFOP_03015	CDS	984	bfmBAB_1	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
GJMMAFOP_03016	CDS	993	bfmBAA_1	1.2.4.4	COG1071	2-oxoisovalerate dehydrogenase subunit alpha
GJMMAFOP_03017	CDS	1425	pdhD_2	1.8.1.4		Dihydrolipoyl dehydrogenase
GJMMAFOP_03018	CDS	1086	buk2_1	2.7.2.7	COG3426	Butyrate kinase 2
GJMMAFOP_03019	CDS	1095	ldh_1	1.4.1.9	COG0334	Leucine dehydrogenase
GJMMAFOP_03020	CDS	900	pta_2	2.3.1.8	COG0280	Phosphate acetyltransferase
GJMMAFOP_03021	CDS	2079	norR_2			Anaerobic nitric oxide reductase transcription regulator NorR
GJMMAFOP_03022	CDS	237				hypothetical protein
GJMMAFOP_03023	CDS	906	mmgF_1	4.1.3.-	COG2513	2-methylisocitrate lyase
GJMMAFOP_03024	CDS	1419	mmgE_1	4.2.1.-	COG2079	Citrate/2-methylcitrate dehydratase
GJMMAFOP_03025	CDS	1119	mmgD_1	2.3.3.-	COG0372	Citrate/2-methylcitrate synthase
GJMMAFOP_03026	CDS	1140	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
GJMMAFOP_03027	CDS	864	mmgB_1	1.1.1.157	COG1250	putative 3-hydroxybutyryl-CoA dehydrogenase
GJMMAFOP_03028	CDS	1182	mmgA_1	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
GJMMAFOP_03029	CDS	732	glpQ_2	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
GJMMAFOP_03030	CDS	615	lytC_2	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase LytC
GJMMAFOP_03031	CDS	294				hypothetical protein
GJMMAFOP_03032	CDS	1149		1.-.-.-		putative oxidoreductase
GJMMAFOP_03033	CDS	114				hypothetical protein
GJMMAFOP_03034	CDS	804	spo0A_1		COG0784	Stage 0 sporulation protein A
GJMMAFOP_03035	CDS	1281	spoIVB_1	3.4.21.116	COG0750	SpoIVB peptidase
GJMMAFOP_03036	CDS	1731	recN_1		COG0497	DNA repair protein RecN
GJMMAFOP_03037	CDS	450	argR_1		COG1438	Arginine repressor
GJMMAFOP_03038	CDS	846	tlyA_1		COG1189	Hemolysin A
GJMMAFOP_03039	CDS	1902	dxs_1	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
GJMMAFOP_03040	CDS	891		2.5.1.10		Farnesyl diphosphate synthase
GJMMAFOP_03041	CDS	255	xseB_1	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
GJMMAFOP_03042	CDS	1347	xseA_1	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
GJMMAFOP_03043	CDS	852	folD_1		COG0190	Bifunctional protein FolD protein
GJMMAFOP_03044	CDS	396	nusB_1			Transcription antitermination protein NusB
GJMMAFOP_03045	CDS	408				hypothetical protein
GJMMAFOP_03046	CDS	1353	accC_1	6.3.4.14	COG0439	Biotin carboxylase
GJMMAFOP_03047	CDS	480	accB_1		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
GJMMAFOP_03048	CDS	657	spoIIIAH_1			Stage III sporulation protein AH
GJMMAFOP_03049	CDS	690				hypothetical protein
GJMMAFOP_03050	CDS	621	spoIIIAF_1			Stage III sporulation protein AF
GJMMAFOP_03051	CDS	1200	spoIIIAE_1			Stage III sporulation protein AE
GJMMAFOP_03052	CDS	402				hypothetical protein
GJMMAFOP_03053	CDS	207				hypothetical protein
GJMMAFOP_03054	CDS	516	spoIIIAB_1			Stage III sporulation protein AB
GJMMAFOP_03055	CDS	924				hypothetical protein
GJMMAFOP_03056	CDS	282				hypothetical protein
GJMMAFOP_03057	CDS	558	efp_1			Elongation factor P
GJMMAFOP_03058	CDS	1062	ypdF_1	3.4.11.-	COG0006	Aminopeptidase YpdF
GJMMAFOP_03059	CDS	447	yqhS_1	4.2.1.10	COG0757	3-dehydroquinate dehydratase
GJMMAFOP_03060	CDS	534				hypothetical protein
GJMMAFOP_03061	CDS	957				hypothetical protein
GJMMAFOP_03062	CDS	396				hypothetical protein
GJMMAFOP_03063	CDS	876				hypothetical protein
GJMMAFOP_03064	CDS	429	mntR_1		COG1321	HTH-type transcriptional regulator MntR
GJMMAFOP_03065	CDS	837	lipM_1	2.3.1.181	COG0095	Octanoyltransferase LipM
GJMMAFOP_03066	CDS	381	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
GJMMAFOP_03067	CDS	1467	gcvPB_1	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 2
GJMMAFOP_03068	CDS	1347	gcvPA_1	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 1
GJMMAFOP_03069	CDS	1089	gcvT_1	2.1.2.10	COG0404	Aminomethyltransferase
GJMMAFOP_03070	CDS	1674	rapA_4	3.6.4.-		RNA polymerase-associated protein RapA
GJMMAFOP_03071	CDS	795				hypothetical protein
GJMMAFOP_03072	CDS	174	sinI_1			Protein SinI
GJMMAFOP_03073	CDS	342	sinR_1		COG1396	HTH-type transcriptional regulator SinR
GJMMAFOP_03074	CDS	450				hypothetical protein
GJMMAFOP_03075	CDS	150	yydF			Putative exported peptide YydF
GJMMAFOP_03076	CDS	960	moaA_2			GTP 3',8-cyclase
GJMMAFOP_03077	CDS	447	yqeY_1		COG1610	putative protein YqeY
GJMMAFOP_03078	CDS	1314				hypothetical protein
GJMMAFOP_03079	CDS	996				hypothetical protein
GJMMAFOP_03080	CDS	420				hypothetical protein
GJMMAFOP_03081	CDS	282				hypothetical protein
GJMMAFOP_03082	CDS	1197				hypothetical protein
GJMMAFOP_03083	CDS	960			COG1702	PhoH-like protein
GJMMAFOP_03084	CDS	99				hypothetical protein
GJMMAFOP_03085	CDS	2136	pgpH_1	3.1.4.59		Cyclic-di-AMP phosphodiesterase PgpH
GJMMAFOP_03086	CDS	474	ybeY_1	3.1.-.-	COG0319	Endoribonuclease YbeY
GJMMAFOP_03087	CDS	372	dgkA_1	2.7.1.66	COG0818	Undecaprenol kinase
GJMMAFOP_03088	CDS	411	cdd_1	3.5.4.5	COG0295	Cytidine deaminase
GJMMAFOP_03089	CDS	906	era_1		COG1159	GTPase Era
GJMMAFOP_03090	CDS	144				hypothetical protein
GJMMAFOP_03091	CDS	768	recO_1		COG1381	DNA repair protein RecO
GJMMAFOP_03092	CDS	888	glyQ_1	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
GJMMAFOP_03093	CDS	2040	glyS_1	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
GJMMAFOP_03094	CDS	642	ccpN_1		COG0517	Transcriptional repressor CcpN
GJMMAFOP_03095	CDS	813	yqfL_1	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
GJMMAFOP_03096	CDS	495				hypothetical protein
GJMMAFOP_03097	CDS	1812	dnaG_2	2.7.7.-	COG0358	DNA primase
GJMMAFOP_03098	CDS	1116	sigA_1		COG0568	RNA polymerase sigma factor SigA
GJMMAFOP_03099	CDS	564	xerC_2			Tyrosine recombinase XerC
GJMMAFOP_03100	CDS	1035				hypothetical protein
GJMMAFOP_03101	CDS	699				hypothetical protein
GJMMAFOP_03102	CDS	231				hypothetical protein
GJMMAFOP_03103	CDS	525				hypothetical protein
GJMMAFOP_03104	CDS	579				hypothetical protein
GJMMAFOP_03105	CDS	777				hypothetical protein
GJMMAFOP_03106	CDS	330				hypothetical protein
GJMMAFOP_03107	CDS	255				hypothetical protein
GJMMAFOP_03108	CDS	210				hypothetical protein
GJMMAFOP_03109	CDS	966				hypothetical protein
GJMMAFOP_03110	CDS	522				hypothetical protein
GJMMAFOP_03111	CDS	363				hypothetical protein
GJMMAFOP_03112	CDS	240				hypothetical protein
GJMMAFOP_03113	CDS	1035				hypothetical protein
GJMMAFOP_03114	CDS	2370	nrdE_2	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha
GJMMAFOP_03115	CDS	1044	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
GJMMAFOP_03116	CDS	471				hypothetical protein
GJMMAFOP_03117	CDS	609	gloB_4	3.1.2.6		Hydroxyacylglutathione hydrolase
GJMMAFOP_03118	CDS	480				hypothetical protein
GJMMAFOP_03119	CDS	444	yjcF_2	2.3.1.-		putative N-acetyltransferase YjcF
GJMMAFOP_03120	CDS	879	gltC_2			HTH-type transcriptional regulator GltC
GJMMAFOP_03121	CDS	1215	ynfM_1			Inner membrane transport protein YnfM
GJMMAFOP_03122	CDS	840				hypothetical protein
GJMMAFOP_03123	CDS	390	yybH		COG4319	putative protein YybH
GJMMAFOP_03124	CDS	789				hypothetical protein
GJMMAFOP_03125	CDS	657	bcrA_2			Bacitracin transport ATP-binding protein BcrA
GJMMAFOP_03126	CDS	756				hypothetical protein
GJMMAFOP_03127	CDS	102				hypothetical protein
GJMMAFOP_03128	CDS	858	rsiV_1			Anti-sigma-V factor RsiV
GJMMAFOP_03129	CDS	501	sigV_1		COG1595	RNA polymerase sigma factor SigV
GJMMAFOP_03130	CDS	828				hypothetical protein
GJMMAFOP_03131	CDS	633	leuE_1		COG1280	Leucine efflux protein
GJMMAFOP_03132	CDS	1389	cycA_2		COG1113	D-serine/D-alanine/glycine transporter
GJMMAFOP_03133	CDS	2817	dgaR_1			Transcriptional regulatory protein DagR
GJMMAFOP_03134	CDS	441	levD_1		COG2893	PTS system fructose-specific EIIA component
GJMMAFOP_03135	CDS	492	levE_1	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
GJMMAFOP_03136	CDS	810	sorA_1		COG3715	PTS system sorbose-specific EIIC component
GJMMAFOP_03137	CDS	828	manZ_1		COG3716	PTS system mannose-specific EIID component
GJMMAFOP_03138	CDS	2034	sacC_1	3.2.1.80	COG1621	Levanase
GJMMAFOP_03139	CDS	510	yraA_2	3.2.-.-	COG0693	Putative cysteine protease YraA
GJMMAFOP_03140	CDS	1050	adhA_1	1.1.1.-	COG1064	putative formaldehyde dehydrogenase AdhA
GJMMAFOP_03141	CDS	195				hypothetical protein
GJMMAFOP_03142	CDS	423	adhR		COG0789	HTH-type transcriptional regulator AdhR
GJMMAFOP_03143	CDS	300				hypothetical protein
GJMMAFOP_03144	CDS	198				hypothetical protein
GJMMAFOP_03145	CDS	1137		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
GJMMAFOP_03146	CDS	369				hypothetical protein
GJMMAFOP_03147	CDS	246				hypothetical protein
GJMMAFOP_03148	CDS	387				hypothetical protein
GJMMAFOP_03149	CDS	435				hypothetical protein
GJMMAFOP_03150	CDS	357				hypothetical protein
GJMMAFOP_03151	CDS	816		3.-.-.-		putative hydrolase
GJMMAFOP_03152	CDS	264				hypothetical protein
GJMMAFOP_03153	CDS	834	csn	3.2.1.132		Chitosanase
GJMMAFOP_03154	CDS	189				hypothetical protein
GJMMAFOP_03155	CDS	1104	mii	5.3.3.6		3-methylitaconate isomerase
GJMMAFOP_03156	CDS	135				hypothetical protein
GJMMAFOP_03157	CDS	153				hypothetical protein
GJMMAFOP_03158	CDS	828	tagG_1		COG1682	Teichoic acid translocation permease protein TagG
GJMMAFOP_03159	CDS	1632	tagF_1	2.7.8.12	COG1887	Teichoic acid poly(glycerol phosphate) polymerase
GJMMAFOP_03160	CDS	336				hypothetical protein
GJMMAFOP_03161	CDS	243				hypothetical protein
GJMMAFOP_03162	CDS	522				hypothetical protein
GJMMAFOP_03163	CDS	1281	lig	6.5.1.1		DNA ligase
GJMMAFOP_03164	CDS	300				hypothetical protein
GJMMAFOP_03165	CDS	519		3.1.3.-	COG4502	Putative 5'(3')-deoxyribonucleotidase
GJMMAFOP_03166	CDS	498	yorR			SPbeta prophage-derived uncharacterized protein YorR
GJMMAFOP_03167	CDS	156				hypothetical protein
GJMMAFOP_03168	CDS	216	yorP			SPbeta prophage-derived uncharacterized protein YorP
GJMMAFOP_03169	CDS	198				hypothetical protein
GJMMAFOP_03170	CDS	159				hypothetical protein
GJMMAFOP_03171	CDS	651	fbp_1	3.1.3.11	COG3855	Fructose-1,6-bisphosphatase class 3
GJMMAFOP_03172	CDS	1515				hypothetical protein
GJMMAFOP_03173	CDS	471				hypothetical protein
GJMMAFOP_03174	CDS	858				hypothetical protein
GJMMAFOP_03175	CDS	525				hypothetical protein
GJMMAFOP_03176	CDS	2307				hypothetical protein
GJMMAFOP_03177	CDS	327				hypothetical protein
GJMMAFOP_03178	CDS	2439				hypothetical protein
GJMMAFOP_03179	CDS	279	hup			DNA-binding protein HU
GJMMAFOP_03180	CDS	192	yonK			SPbeta prophage-derived uncharacterized protein YonK
GJMMAFOP_03181	CDS	1218				hypothetical protein
GJMMAFOP_03182	CDS	411				hypothetical protein
GJMMAFOP_03183	CDS	483				hypothetical protein
GJMMAFOP_03184	CDS	363	cheY_1		COG0784	Chemotaxis protein CheY
GJMMAFOP_03185	CDS	708				hypothetical protein
GJMMAFOP_03186	CDS	174	ynzD_1	3.1.3.-		Aspartyl-phosphate phosphatase YnzD
GJMMAFOP_03187	CDS	1077	xerC_3			Tyrosine recombinase XerC
